id,old_id,title,author,author_type,year,venue,venue_type,link,reference,objective,artifacts
S163,S173,Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach,Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach,Academia,"2,022.00",IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Journal,http://doi.org/10.1109/TSE.2020.3031401,"@article{Yu_2022,
	doi = {10.1109/tse.2020.3031401},
	url = {https://doi.org/10.1109%2Ftse.2020.3031401},
	year = 2022,
	month = {may},
	publisher = {Institute of Electrical and Electronics Engineers ({IEEE})},
	volume = {48},
	number = {5},
	pages = {1676--1691},
	author = {Zhe Yu and Fahmid Morshed Fahid and Huy Tu and Tim Menzies},
	title = {Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach},
	journal = {{IEEE} Transactions on Software Engineering}
}","To solve the above problems, we propose a two-step framework called Jitterbug for identifying SATDs.",Jitterbug
S164,S175,Towards a taxonomy of code review smells,"Emre Doğan
Eray Tüzün",Academia,"2,022.00",Information and Software Technology,Journal,https://doi.org/10.1016/j.infsof.2021.106737,"@article{Do_an_2022,
	doi = {10.1016/j.infsof.2021.106737},
	url = {https://doi.org/10.1016%2Fj.infsof.2021.106737},
	year = 2022,
	month = {feb},
	publisher = {Elsevier {BV}},
	volume = {142},
	pages = {106737},
	author = {Emre Do{\u{g}}an and Eray Tüzün},
	title = {Towards a taxonomy of code review smells},
	journal = {Information and Software Technology}
}","The aim of this study is to provide an empirical understanding of the bad practices followed in the code review process, that are code review (CR) smells.",Not Cited
S165,S176,The Known Unknowns: Discovering Trade-Offs Between Heterogeneous Code Changes,"Christos P. Lamprakos
Charalampos Marantos
Lazaros Papadopoulos
Dimitrios Soudris",Academia,"2,022.00", International Conference on Embedded Computer Systems,Conference,https://doi.org/10.1007/978-3-031-04580-6_23,"@incollection{Lamprakos_2022,
	doi = {10.1007/978-3-031-04580-6_23},
	url = {https://doi.org/10.1007%2F978-3-031-04580-6_23},
	year = 2022,
	publisher = {Springer International Publishing},
	pages = {342--353},
	author = {Christos P. Lamprakos and Charalampos Marantos and Lazaros Papadopoulos and Dimitrios Soudris},
	title = {The Known Unknowns: Discovering Trade-Offs Between Heterogeneous Code Changes},
	booktitle = {Lecture Notes in Computer Science}
}","We develop an extensible empirical model, based on fuzzy sets, for the characterization of each suggestion’s trade-offs. Finally, we present an intuitive visualization of said trade-offs, and suggest a method of utilizing them towards reliable decision-making.",SDK4ED
S166,S177,Exploring the relationship between refactoring and code debt indicators,"Rusen Halepmollasi
Ayse Tosun",Academia,"2,022.00",Journal Of Software: Process and Evolution,Journal,https://doi.org/10.1002/smr.2447,"@article{Halepmollasi_2022,
	doi = {10.1002/smr.2447},
	url = {https://doi.org/10.1002%2Fsmr.2447},
	year = 2022,
	month = {mar},
	publisher = {Wiley},
	author = {Rusen Halepmollasi and Ayse Tosun},
	title = {Exploring the relationship between refactoring and code debt indicators},
	journal = {Journal of Software: Evolution and Process}
}","In this study, we examine the distribution of 29 refactoring types among the different projects and their relation with code smells or faults. We explore the refactoring types that are most commonly performed together and other activities performed with refactorings.","Ptidej
Open SZZ
Rminer
SonarQube"
S167,S178,Can Clean New Code Reduce Technical Debt Density?,"George Digkas
Alexander Chatzigeorgiou
Apostolos Ampatzoglou
Paris Avgeriou",Academia,"2,022.00",IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Journal,http://doi.org/10.1109/TSE.2020.3032557,"@article{Digkas_2022,
	doi = {10.1109/tse.2020.3032557},
	url = {https://doi.org/10.1109%2Ftse.2020.3032557},
	year = 2022,
	month = {may},
	publisher = {Institute of Electrical and Electronics Engineers ({IEEE})},
	volume = {48},
	number = {5},
	pages = {1705--1721},
	author = {George Digkas and Alexander Chatzigeorgiou and Apostolos Ampatzoglou and Paris Avgeriou},
	title = {Can Clean New Code Reduce Technical Debt Density?},
	journal = {{IEEE} Transactions on Software Engineering}
}","In this paper we explore the second explanation, by investigating the relation between the amount of Technical Debt in new code and the evolution of Technical Debt in the system. To this end, we compare the Technical Debt Density of new code with existing code, and we investigate which of the three major types of code changes (additions, deletions and modifications) is primarily responsible for changes in the evolution of Technical Debt density.",SonarQube 
S168,S179,Further investigation of the survivability of code technical debt items,"Ehsan Zabardast
Kwabena Ebo Bennin
Javier Gonzalez-Huerta",Academia,"2,022.00",Journal of Software: Evolution and Process,Journal,http://doi.org/10.1002/smr.2425,"@article{Zabardast_2022,
	doi = {10.1002/smr.2425},
	url = {https://doi.org/10.1002%2Fsmr.2425},
	year = 2022,
	month = {jan},
	publisher = {Wiley},
	volume = {34},
	number = {2},
	author = {Ehsan Zabardast and Kwabena Ebo Bennin and Javier Gonzalez-Huerta},
	title = {Further investigation of the survivability of code technical debt items},
	journal = {Journal of Software: Evolution and Process}
}","Understanding the survivability of code TDIs by conducting an empirical study analyzing two industrial cases and 31 open-source systems from Apache Foundation. Method: We analyzed 133,670 code TDIs (35,703 from the industrial systems) detected by SonarQube (in 193,196 commits) to assess their survivability using survivability models.","SonarQube
Codacy
PMD
<Code from authors>"
S169,S206,"A framework for conditional statement technical debt identifcation and description",,Academia,"2,022.00",Automated Software Engineering,Journal,,"@article{Alhefdhi_2022,
	doi = {10.1007/s10515-022-00364-8},
	url = {https://doi.org/10.1007%2Fs10515-022-00364-8},
	year = 2022,
	month = {oct},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {29},
	number = {2},
	author = {Abdulaziz Alhefdhi and Hoa Khanh Dam and Yusuf Sulistyo Nugroho and Hideaki Hata and Takashi Ishio and Aditya Ghose},
	title = {A framework for conditional statement technical debt identification and description},
	journal = {Automated Software Engineering}
}",,
S170,S207,BreakBot: Analyzing the Impact of Breaking Changes to Assist Library Evolution,,Academia,"2,022.00",International Conference on Software Engineering,Conference,,"@inproceedings{10.1145/3510455.3512783,
author = {Ochoa, Lina and Degueule, Thomas and Falleri, Jean-R\'{e}my},
title = {BreakBot: Analyzing the Impact of Breaking Changes to Assist Library Evolution},
year = {2022},
isbn = {9781450392242},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3510455.3512783},
doi = {10.1145/3510455.3512783},
booktitle = {Proceedings of the ACM/IEEE 44th International Conference on Software Engineering: New Ideas and Emerging Results},
pages = {26–30},
numpages = {5},
location = {Pittsburgh, Pennsylvania},
series = {ICSE-NIER '22}
}",,
S171,S208,Characterizing and Mitigating Self-Admitted Technical Debt in Build Systems,,Academia,"2,022.00",IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Journal,,"@article{Xiao_2022,
	doi = {10.1109/tse.2021.3115772},
	url = {https://doi.org/10.1109%2Ftse.2021.3115772},
	year = 2022,
	month = {oct},
	publisher = {Institute of Electrical and Electronics Engineers ({IEEE})},
	volume = {48},
	number = {10},
	pages = {4214--4228},
	author = {Tao Xiao and Dong Wang and Shane McIntosh and Hideaki Hata and Raula Gaikovina Kula and Takashi Ishio and Kenichi Matsumoto},
	title = {Characterizing and Mitigating Self-Admitted Technical Debt in Build Systems},
	journal = {{IEEE} Transactions on Software Engineering}
}",,
S172,S209,Comparing Univariate and Multivariate Time Series Models for Technical Debt Forecasting,,Academia,"2,022.00",International Conference on Computational Science and Its Applications,Conference,,"@InProceedings{10.1007/978-3-031-10542-5_5,
author=""Mathioudaki, Maria
and Tsoukalas, Dimitrios
and Siavvas, Miltiadis
and Kehagias, Dionysios"",
editor=""Gervasi, Osvaldo
and Murgante, Beniamino
and Misra, Sanjay
and Rocha, Ana Maria A. C.
and Garau, Chiara"",
title=""Comparing Univariate and Multivariate Time Series Models for Technical Debt Forecasting"",
booktitle=""Computational Science and Its Applications -- ICCSA 2022 Workshops"",
year=""2022"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""62--78"",
isbn=""978-3-031-10542-5""
}
",,
S173,S210,On the Adoption of a TODO Bot on GitHub: A Preliminary Study,,Academia,"2,022.00","International Workshop on
Bots in Software Engineering",Conference,,"@inproceedings{10.1145/3528228.3528408,
author = {Mohayeji, Hamid and Ebert, Felipe and Arts, Eric and Constantinou, Eleni and Serebrenik, Alexander},
title = {On the Adoption of a TODO Bot on GitHub: A Preliminary Study},
year = {2022},
isbn = {9781450393331},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3528228.3528408},
doi = {10.1145/3528228.3528408},
booktitle = {Proceedings of the Fourth International Workshop on Bots in Software Engineering},
pages = {23–27},
numpages = {5},
keywords = {bots, TODO, technical debt, code comments},
location = {Pittsburgh, Pennsylvania},
series = {BotSE '22}
}",,
S174,S211,Self-admitted technical debt detection by learning its comprehensive semantics via graph neural networks,,Academia,"2,022.00",Journal of Software: Practice and Experience,Journal,,"@article{Li_2022,
        doi = {10.1002/spe.3117},
        url = {https://doi.org/10.1002%2Fspe.3117},
        year = 2022,
        month = {jun},
        publisher = {Wiley},
        volume = {52},
        number = {10},
        pages = {2152--2176},
        author = {Hui Li and Yang Qu and Yong Liu and Rong Chen and Jun Ai and Shikai Guo},
        title = {Self-admitted technical debt detection by learning its comprehensive semantics via graph neural networks},
        journal = {Software: Practice and Experience}
}
",,
S175,S212,Sonarlizer Xplorer: a tool to mine Github projects and identify technical debt items using SonarQube,,Academia,"2,022.00",International Conference on Technical Debt,Conference,,"@INPROCEEDINGS{9804475,  author={Pina, Diogo and Goldman, Alfredo and Seaman, Carolyn},  booktitle={2022 IEEE/ACM International Conference on Technical Debt (TechDebt)},   title={Sonarlizer Xplorer: a tool to mine Github projects and identify technical debt items using SonarQube},   year={2022},  volume={},  number={},  pages={71-75},  doi={10.1145/3524843.3528098}}",,
S176,S213,Merging Smell Detectors: Evidence on the Agreement of Multiple Tools,,Academia,"2,022.00",International Conference on Technical Debt,Conference,,"@INPROCEEDINGS{9804506,  author={Ichtsis, Apostolos and Mittas, Nikolaos and Ampatzoglou, Apostolos and Chatzigeorgiou, Alexander},  booktitle={2022 IEEE/ACM International Conference on Technical Debt (TechDebt)},   title={Merging Smell Detectors: Evidence on the Agreement of Multiple Tools},   year={2022},  volume={},  number={},  pages={61-65},  doi={10.1145/3524843.3528089}}",,
S177,S214,TD Classifier: Automatic Identification of Java Classes with High Technical Debt,,Academia,"2,022.00",International Conference on Technical Debt,Conference,,"@INPROCEEDINGS{9804507,  author={Tsoukalas, Dimitrios and Chatzigeorgiou, Alexander and Ampatzoglou, Apostolos and Mittas, Nikolaos and Kehagias, Dionysios},  booktitle={2022 IEEE/ACM International Conference on Technical Debt (TechDebt)},   title={TD Classifier: Automatic Identification of Java Classes with High Technical Debt},   year={2022},  volume={},  number={},  pages={76-80},  doi={10.1145/3524843.3528094}}",,
S178,S215,"WeakSATD: Detecting Weak Self-admitted Technical Debt",,Academia,"2,022.00",International Conference on Mining Software Repositories,Conference,,"@INPROCEEDINGS {9796253,
author = {B. Russo and M. Camilli and M. Mock},
booktitle = {2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR)},
title = {WeakSATD: Detecting Weak Self-admitted Technical Debt},
year = {2022},
volume = {},
issn = {},
pages = {448-453},
keywords = {codes;prototypes;chromium;maintenance engineering;software;security;data mining},
doi = {10.1145/3524842.3528469},
url = {https://doi.ieeecomputersociety.org/10.1145/3524842.3528469},
publisher = {IEEE Computer Society},
address = {Los Alamitos, CA, USA},
month = {may}
}",,
